CustomerID,Gender,SeniorCitizen,Partner,Tenure,InternetService,TechSupport,Contract,MonthlyCharges,TotalCharges,Churn
CUST_2023,Female,0,Yes,12,Fiber optic,No,One year,88.00722774734206,1056.0867329681046,No
CUST_2024,Female,0,No,19,Fiber optic,No,Month-to-month,87.4945472449962,1662.3963976549278,Yes
CUST_2025,Female,0,Yes,9,Fiber optic,Yes,Month-to-month,102.71438290665094,924.4294461598585,No
CUST_2026,Female,1,Yes,17,DSL,No,One year,46.302445686812426,787.1415766758113,No
CUST_2027,Male,0,No,50,Fiber optic,Yes,Two year,104.69599114338679,5234.79955716934,No
CUST_2028,Male,1,No,39,DSL,Yes,One year,58.939105735613026,2298.625123688908,No
CUST_2029,Male,0,No,41,No,No internet service,One year,22.346917083834928,916.223600437232,No
CUST_2030,Male,0,No,10,DSL,No,Month-to-month,49.77516779529688,497.7516779529688,No
CUST_2031,Female,0,Yes,12,No,No internet service,One year,23.070907284254304,276.85088741105164,No
CUST_2032,Male,0,No,15,DSL,No,Month-to-month,39.685748189793834,595.2862228469075,No
CUST_2033,Female,0,No,28,No,No internet service,Month-to-month,20.593545453813263,576.6192727067714,Yes
CUST_2034,Male,0,No,4,Fiber optic,No,Two year,89.11679321820284,356.4671728728114,No
CUST_2035,Female,0,Yes,36,DSL,No,Two year,39.43738421409354,1419.7458317073674,No
CUST_2036,Female,0,Yes,65,DSL,No,One year,43.54533829650457,2830.446989272797,No
CUST_2037,Male,0,No,47,No,No internet service,Two year,19.750560441810237,928.2763407650812,No
CUST_2038,Male,0,Yes,39,DSL,No,Two year,38.838505732954566,1514.7017235852281,No
CUST_2039,Male,0,No,38,DSL,No,Month-to-month,43.610614194741544,1657.2033394001787,No
CUST_2040,Male,0,No,44,DSL,No,Two year,53.91964534974602,2372.464395388825,No
CUST_2041,Female,1,No,51,No,No internet service,One year,20.27085255470346,1033.8134802898765,No
CUST_2042,Male,0,No,26,DSL,No,Two year,52.412767282663424,1362.7319493492491,No
CUST_2043,Male,0,No,36,DSL,Yes,One year,52.161374992921225,1877.809499745164,No
CUST_2044,Female,1,Yes,69,No,No internet service,One year,19.97895448859152,1378.547859712815,No
CUST_2045,Male,0,No,1,No,No internet service,One year,22.141451462921218,22.141451462921218,No
CUST_2046,Male,0,No,53,DSL,No,Month-to-month,47.1710896167135,2500.0677496858157,Yes
CUST_2047,Male,0,Yes,6,No,No internet service,Two year,19.118254417311043,114.70952650386626,Yes
CUST_2048,Male,0,Yes,37,DSL,Yes,Month-to-month,61.30324667624943,2268.220127021229,No
CUST_2049,Male,0,Yes,2,DSL,Yes,Month-to-month,58.4560926098089,116.9121852196178,No
CUST_2050,Female,1,No,69,No,No internet service,Month-to-month,22.008535138941827,1518.588924586986,No
CUST_2051,Male,0,Yes,41,Fiber optic,No,Month-to-month,71.59773315755186,2935.5070594596264,Yes
CUST_2052,Male,0,No,51,DSL,No,Month-to-month,42.92541921484262,2189.1963799569735,No
CUST_2053,Male,0,Yes,47,DSL,No,Month-to-month,53.00594238056868,2491.279291886728,No
CUST_2054,Male,0,Yes,13,DSL,No,Month-to-month,42.502786260831876,552.5362213908144,No
CUST_2055,Male,0,No,69,Fiber optic,No,Month-to-month,78.98274500910169,5449.809405628017,No
CUST_2056,Female,0,Yes,66,No,No internet service,Month-to-month,20.40790414180262,,No
CUST_2057,Male,0,No,59,DSL,No,Month-to-month,39.27142097259165,2317.0138373829072,No
CUST_2058,Female,0,No,68,No,No internet service,Two year,22.610788588517167,1537.5336240191673,No
CUST_2059,Female,0,No,59,DSL,No,Month-to-month,40.5982713939222,2395.2980122414097,No
CUST_2060,Male,0,Yes,10,Fiber optic,No,Month-to-month,72.87122243114757,728.7122243114757,No
CUST_2061,Male,1,No,13,DSL,Yes,Month-to-month,52.31288956129732,680.0675642968652,No
CUST_2062,Male,0,No,2,Fiber optic,Yes,Month-to-month,89.32329740618884,178.64659481237769,No
CUST_2063,Male,0,No,15,DSL,No,One year,50.33971297231075,755.0956945846613,No
CUST_2064,Female,0,Yes,46,No,No internet service,Month-to-month,18.88799916597641,868.8479616349149,Yes
CUST_2065,Male,0,No,57,DSL,No,Month-to-month,51.85432568860452,2955.6965642504574,No
CUST_2066,Male,0,No,10,Fiber optic,No,Month-to-month,78.51931598922945,785.1931598922945,No
CUST_2067,Male,0,No,22,No,No internet service,One year,18.01090064377868,396.239814163131,No
CUST_2068,Male,0,Yes,8,Fiber optic,No,Two year,87.57972289352878,700.6377831482303,No
CUST_2069,Male,1,Yes,21,DSL,No,Month-to-month,49.359751224422375,1036.55477571287,No
CUST_2070,Male,0,Yes,22,Fiber optic,Yes,Month-to-month,99.18989742943285,2182.1777434475225,No
CUST_2071,Female,0,Yes,45,No,No internet service,Month-to-month,18.478159645942252,831.5171840674013,No
CUST_2072,Female,1,Yes,40,Fiber optic,No,One year,81.95106571790588,3278.042628716235,No
CUST_2073,Male,1,Yes,22,DSL,No,Month-to-month,36.58245454153463,804.8139999137619,No
CUST_2074,Male,1,No,30,Fiber optic,No,Month-to-month,80.71154808033226,2421.346442409968,No
CUST_2075,Male,0,Yes,62,No,No internet service,Month-to-month,22.05830687586704,1367.6150263037564,No
CUST_2076,Female,0,No,45,DSL,No,Month-to-month,52.8209585385231,2376.9431342335397,No
CUST_2077,Male,0,Yes,35,Fiber optic,Yes,Month-to-month,102.86575535705066,3600.301437496773,No
CUST_2078,Female,0,Yes,42,Fiber optic,Yes,Month-to-month,86.55900499192695,3635.478209660932,No
CUST_2079,Male,0,Yes,5,DSL,No,Month-to-month,54.539512885133675,272.69756442566836,No
CUST_2080,Male,0,Yes,27,DSL,Yes,Month-to-month,58.52243636074732,1580.1057817401777,No
CUST_2081,Male,1,No,70,No,No internet service,One year,21.7084916774065,1519.594417418455,No
CUST_2082,Male,0,No,62,DSL,Yes,Month-to-month,69.65744298305935,4318.76146494968,No
CUST_2083,Female,1,Yes,32,Fiber optic,No,One year,86.88701345693423,2780.3844306218953,No
CUST_2084,Female,0,Yes,8,No,No internet service,One year,20.910443773801994,167.28355019041595,Yes
CUST_2085,Male,0,Yes,18,DSL,No,One year,46.06315789762185,829.1368421571933,No
CUST_2086,Male,0,No,15,DSL,No,Two year,49.29896110273589,739.4844165410383,No
CUST_2087,Female,0,No,26,No,No internet service,Month-to-month,19.860726631482564,516.3788924185467,Yes
CUST_2088,Female,0,No,53,Fiber optic,No,Month-to-month,87.9026549458812,4658.840712131703,Yes
CUST_2089,Female,0,No,44,DSL,No,One year,38.361403300357885,1687.901745215747,No
CUST_2090,Female,1,No,32,DSL,No,One year,46.78033180890376,1496.9706178849203,Yes
CUST_2091,Male,0,Yes,28,Fiber optic,No,One year,75.88513131698532,2124.783676875589,No
CUST_2092,Female,0,Yes,39,Fiber optic,No,Month-to-month,86.13624957812502,3359.3137335468755,No
CUST_2093,Male,0,No,32,Fiber optic,No,One year,73.30123231020387,2345.639433926524,No
CUST_2094,Female,0,No,18,No,No internet service,Two year,20.648134390884366,371.6664190359186,No
CUST_2095,Female,0,No,70,Fiber optic,Yes,Month-to-month,99.35712916969865,6954.999041878906,No
CUST_2096,Female,0,No,11,No,No internet service,Two year,19.034221361419384,209.37643497561322,Yes
CUST_2097,Female,0,Yes,32,Fiber optic,Yes,Month-to-month,102.62162011107785,3283.891843554491,No
CUST_2098,Female,0,No,20,DSL,No,Month-to-month,41.42676881192951,828.5353762385903,Yes
CUST_2099,Male,0,No,40,Fiber optic,No,Month-to-month,74.36555319263779,2974.6221277055115,No
CUST_2100,Male,0,Yes,8,Fiber optic,Yes,Month-to-month,97.07464957927606,776.5971966342084,Yes
CUST_2101,Female,0,No,35,DSL,No,One year,52.59563530891959,1840.8472358121855,No
CUST_2102,Female,0,No,69,DSL,No,One year,53.533554009910304,3693.815226683811,No
CUST_2103,Male,0,Yes,21,Fiber optic,No,One year,84.89870895491596,1782.872888053235,No
CUST_2104,Female,0,Yes,24,Fiber optic,No,Month-to-month,83.4746300645637,2003.3911215495286,No
CUST_2105,Female,0,Yes,17,No,No internet service,Month-to-month,19.196564538457885,326.34159715378405,No
CUST_2106,Male,1,No,18,No,No internet service,Month-to-month,19.271916984255995,346.8945057166079,No
CUST_2107,Female,0,Yes,12,DSL,Yes,Two year,68.85949439987047,826.3139327984456,No
CUST_2108,Female,1,No,16,Fiber optic,No,Month-to-month,85.79819500931049,1372.7711201489678,Yes
CUST_2109,Male,1,No,4,DSL,No,Two year,44.208434201535155,176.83373680614062,No
CUST_2110,Male,0,Yes,34,DSL,Yes,Month-to-month,67.78014800870196,2304.5250322958664,No
CUST_2111,Male,0,No,46,DSL,No,Month-to-month,50.69622669728588,2332.0264280751503,Yes
CUST_2112,Female,0,No,31,Fiber optic,Yes,Month-to-month,88.48499471154868,2743.034836058009,No
CUST_2113,Male,0,Yes,25,DSL,No,Month-to-month,40.261253506833434,1006.5313376708358,No
CUST_2114,Male,0,Yes,24,Fiber optic,No,Two year,73.89671516401239,1773.5211639362974,No
CUST_2115,Male,0,No,65,DSL,No,One year,46.42762195638625,3017.795427165106,No
CUST_2116,Male,0,No,25,DSL,No,Two year,39.81375863460919,995.3439658652296,No
CUST_2117,Male,1,Yes,28,No,No internet service,Two year,24.72206003616792,692.2176810127017,No
CUST_2118,Male,0,Yes,36,No,No internet service,One year,20.89379469588316,752.1766090517938,No
CUST_2119,Female,0,Yes,6,Fiber optic,No,One year,73.68092975312457,442.0855785187474,No
CUST_2120,Female,0,No,66,Fiber optic,No,One year,74.31783646467333,4904.97720666844,No
CUST_2121,Male,0,Yes,67,Fiber optic,No,One year,80.12992002945043,5368.704641973179,No
CUST_2122,Male,0,No,72,Fiber optic,Yes,Month-to-month,85.49898392312154,6155.926842464751,Yes
CUST_2123,Male,1,No,48,Fiber optic,No,Month-to-month,72.5138102712908,3480.662893021958,Yes
CUST_2124,Female,0,Yes,70,DSL,No,One year,48.05369917893968,3363.7589425257775,No
CUST_2125,Female,0,No,67,DSL,No,Month-to-month,38.70765799109457,2593.4130854033365,No
CUST_2126,Female,0,Yes,48,DSL,Yes,Month-to-month,61.70655706100478,2961.9147389282293,No
CUST_2127,Female,1,No,65,Fiber optic,No,Two year,87.51870040700464,5688.715526455302,No
CUST_2128,Female,0,Yes,44,DSL,No,Month-to-month,51.3854995216105,2260.961978950862,No
CUST_2129,Female,0,No,63,Fiber optic,Yes,One year,98.4198629405719,6200.45136525603,No
CUST_2130,Female,0,No,46,Fiber optic,Yes,Month-to-month,90.0567791993142,4142.611843168454,Yes
CUST_2131,Female,0,Yes,19,DSL,No,Two year,50.86865917649882,966.5045243534776,No
CUST_2132,Female,0,Yes,64,DSL,No,Month-to-month,50.80153633736612,3251.298325591432,No
CUST_2133,Male,0,Yes,71,Fiber optic,No,Two year,87.15290696740762,6187.85639468594,No
CUST_2134,Male,0,Yes,50,DSL,Yes,Two year,51.669901416297016,2583.495070814851,No
CUST_2135,Male,0,No,63,DSL,No,Two year,47.48179255660665,2991.352931066219,No
CUST_2136,Male,1,No,41,No,No internet service,Month-to-month,21.91314177544863,898.4388127933938,No
CUST_2137,Female,0,Yes,7,Fiber optic,No,Month-to-month,88.60381254844302,620.2266878391011,No
CUST_2138,Female,0,No,9,No,No internet service,Two year,22.588759220066464,203.29883298059818,No
CUST_2139,Male,0,No,4,No,No internet service,Two year,22.53233281661885,90.1293312664754,No
CUST_2140,Female,0,No,49,No,No internet service,Two year,23.316296157943594,1142.4985117392362,No
CUST_2141,Male,1,Yes,6,DSL,No,One year,40.2382495647671,241.4294973886026,No
CUST_2142,Female,0,Yes,21,DSL,No,Month-to-month,46.67949927104951,980.2694846920397,No
CUST_2143,Male,0,Yes,15,DSL,Yes,Month-to-month,60.406339478214235,906.0950921732135,No
CUST_2144,Female,0,No,67,DSL,Yes,Two year,53.69919174804679,3597.845847119135,No
CUST_2145,Female,0,Yes,66,Fiber optic,No,One year,72.38486363084687,4777.400999635893,No
CUST_2146,Male,0,Yes,56,Fiber optic,No,Month-to-month,76.46961391986147,4282.298379512243,Yes
CUST_2147,Female,0,Yes,68,No,No internet service,Month-to-month,21.887193035086288,1488.3291263858675,No
CUST_2148,Male,0,No,32,No,No internet service,One year,19.644814797166823,628.6340735093384,Yes
CUST_2149,Male,1,Yes,66,Fiber optic,No,One year,87.34666866296521,5764.8801317557045,No
CUST_2150,Male,0,Yes,29,Fiber optic,No,Month-to-month,77.06061876001871,2234.7579440405425,No
CUST_2151,Male,0,Yes,66,DSL,No,Month-to-month,37.009856884886304,2442.6505544024963,Yes
CUST_2152,Female,1,Yes,34,Fiber optic,No,Month-to-month,70.13800501256331,2384.6921704271526,Yes
CUST_2153,Female,0,No,27,No,No internet service,Month-to-month,21.523780016042664,581.142060433152,No
CUST_2154,Female,0,Yes,60,DSL,No,Two year,46.041462078952634,2762.487724737158,No
CUST_2155,Male,0,Yes,39,Fiber optic,No,One year,70.61126742519532,2753.8394295826174,No
CUST_2156,Female,0,No,44,No,No internet service,One year,24.016604860812528,1056.7306138757513,No
CUST_2157,Male,0,Yes,36,DSL,No,Two year,54.49705361213414,1961.893930036829,No
CUST_2158,Female,0,Yes,19,No,No internet service,Month-to-month,18.84325758671182,358.0218941475246,No
CUST_2159,Female,1,No,45,DSL,No,Two year,47.68581812672646,2145.861815702691,No
CUST_2160,Female,0,Yes,21,No,No internet service,Two year,18.36638210203416,385.69402414271735,No
CUST_2161,Male,0,Yes,23,Fiber optic,No,One year,70.27746136290529,1616.3816113468215,No
CUST_2162,Female,0,Yes,27,DSL,No,Month-to-month,52.790598967761895,1425.3461721295712,Yes
CUST_2163,Female,0,Yes,72,DSL,Yes,One year,56.86714381395617,4094.434354604844,No
CUST_2164,Male,0,No,19,Fiber optic,No,Two year,83.59618571689926,1588.3275286210858,Yes
CUST_2165,Female,0,No,41,No,No internet service,Month-to-month,24.10313107456216,988.2283740570485,No
CUST_2166,Male,1,No,26,Fiber optic,No,Month-to-month,77.26662287637876,2008.9321947858477,Yes
CUST_2167,Female,0,Yes,28,No,No internet service,Two year,23.75203868250668,665.057083110187,No
CUST_2168,Male,0,Yes,64,No,No internet service,Two year,24.762537047609094,1584.802371046982,No
CUST_2169,Male,0,No,68,DSL,Yes,Month-to-month,51.48191186908859,3500.770007098024,No
CUST_2170,Female,0,No,51,Fiber optic,No,Month-to-month,87.62794207915101,4469.0250460367015,No
CUST_2171,Male,0,Yes,48,DSL,Yes,Month-to-month,67.7159637576402,3250.3662603667294,No
CUST_2172,Male,0,Yes,10,Fiber optic,No,Month-to-month,71.08004461766313,710.8004461766313,Yes
CUST_2173,Male,0,Yes,39,DSL,No,Two year,41.577709894265006,1621.5306858763352,No
CUST_2174,Male,0,Yes,19,DSL,No,Month-to-month,44.03269504692617,836.6212058915972,Yes
CUST_2175,Male,0,Yes,64,Fiber optic,No,Month-to-month,81.82599406342352,5236.863620059105,No
CUST_2176,Male,0,Yes,19,DSL,No,Two year,41.65529198479068,791.4505477110229,No
CUST_2177,Female,0,No,62,Fiber optic,No,Month-to-month,86.26657061867394,5348.527378357784,No
CUST_2178,Male,1,No,13,No,No internet service,Two year,20.61119891895576,267.9455859464249,No
CUST_2179,Male,0,Yes,25,DSL,No,Month-to-month,48.699491053704534,1217.4872763426133,Yes
CUST_2180,Female,0,Yes,42,Fiber optic,No,Two year,78.31362940847657,3289.172435156016,Yes
CUST_2181,Female,0,No,39,Fiber optic,No,Two year,89.50244570581678,3490.5953825268543,No
CUST_2182,Female,0,Yes,30,DSL,Yes,Month-to-month,58.96457433319089,1768.9372299957267,No
CUST_2183,Female,0,No,5,Fiber optic,No,Two year,70.1685491512425,350.8427457562125,No
CUST_2184,Female,0,Yes,18,DSL,No,Two year,36.12399909326018,650.2319836786833,No
CUST_2185,Female,0,No,21,DSL,No,Two year,51.14172191017132,1073.9761601135976,No
CUST_2186,Female,1,Yes,50,DSL,Yes,Month-to-month,50.97608049114752,2548.804024557376,No
CUST_2187,Male,0,Yes,6,Fiber optic,No,Month-to-month,77.39089785156621,464.3453871093973,No
CUST_2188,Male,0,Yes,50,Fiber optic,No,Month-to-month,75.40656539530768,3770.328269765384,No
CUST_2189,Female,0,Yes,66,DSL,Yes,Month-to-month,55.92154235095123,3690.821795162781,No
CUST_2190,Male,1,Yes,1,DSL,Yes,Month-to-month,58.96614876478669,58.96614876478669,Yes
CUST_2191,Male,0,No,57,No,No internet service,Month-to-month,23.226733157013804,1323.9237899497869,No
CUST_2192,Male,0,Yes,30,No,No internet service,One year,21.878905855488696,656.3671756646609,No
CUST_2193,Female,0,Yes,58,Fiber optic,No,One year,79.40157192916169,4605.291171891378,No
CUST_2194,Female,0,No,52,DSL,No,Two year,37.870176507209756,1969.2491783749074,No
CUST_2195,Male,0,No,37,DSL,No,Two year,48.303972324277304,1787.2469759982603,No
CUST_2196,Female,1,No,48,No,No internet service,Month-to-month,23.136441960466744,1110.5492141024038,Yes
CUST_2197,Male,0,No,1,DSL,No,One year,47.899945491660915,47.899945491660915,No
CUST_2198,Male,1,Yes,19,DSL,Yes,Two year,67.20132641447913,,No
CUST_2199,Male,0,No,46,Fiber optic,No,Month-to-month,76.40655854545051,3514.7016930907234,No
CUST_2200,Male,0,No,67,Fiber optic,No,Month-to-month,82.13324056830439,5502.9271180763935,Yes
CUST_2201,Female,0,No,2,Fiber optic,No,Two year,88.22284307115575,176.4456861423115,No
CUST_2202,Female,0,Yes,56,DSL,No,Month-to-month,48.45020985217465,2713.2117517217803,Yes
CUST_2203,Female,1,Yes,17,Fiber optic,No,Two year,71.69694659877484,1218.8480921791725,No
CUST_2204,Male,1,Yes,22,Fiber optic,Yes,Two year,90.98017724488038,2001.5638993873683,No
CUST_2205,Female,1,No,27,Fiber optic,Yes,Month-to-month,104.05061943815988,2809.366724830317,No
CUST_2206,Male,0,No,55,DSL,No,Two year,52.53210877317504,2889.2659825246274,No
CUST_2207,Female,0,No,32,Fiber optic,No,Month-to-month,86.2514054547419,2760.044974551741,No
CUST_2208,Male,0,Yes,60,Fiber optic,Yes,Two year,93.94643626001631,5636.786175600979,No
CUST_2209,Male,1,No,28,Fiber optic,No,Two year,89.40822007677839,2503.430162149795,No
CUST_2210,Male,0,No,28,Fiber optic,No,Month-to-month,74.99847321946186,2099.957250144932,Yes
CUST_2211,Female,0,Yes,25,DSL,No,One year,45.57818475155649,1139.4546187889123,No
CUST_2212,Female,0,No,26,DSL,Yes,One year,66.49059933173822,1728.7555826251937,No
CUST_2213,Female,0,Yes,71,DSL,No,Month-to-month,49.486808756585305,3513.5634217175566,No
CUST_2214,Female,1,No,17,Fiber optic,No,Two year,80.94603014989883,1376.0825125482802,No
CUST_2215,Male,0,No,7,Fiber optic,No,Month-to-month,86.73876905546484,607.1713833882538,No
CUST_2216,Female,0,No,56,Fiber optic,No,One year,70.99018937728334,3975.450605127867,No
CUST_2217,Female,0,No,64,DSL,No,Month-to-month,35.53255160900449,2274.0833029762875,No
CUST_2218,Male,0,No,20,No,No internet service,One year,23.876341762897443,477.52683525794885,No
CUST_2219,Male,0,Yes,38,DSL,Yes,Two year,63.47733529633065,2412.1387412605645,No
CUST_2220,Male,0,Yes,58,Fiber optic,No,One year,86.3213090646433,5006.635925749311,No
CUST_2221,Female,1,No,16,DSL,No,Two year,41.48803848903113,663.8086158244981,No
CUST_2222,Male,1,Yes,51,Fiber optic,No,One year,76.53854484843156,3903.4657872700095,No
CUST_2223,Male,0,Yes,27,Fiber optic,No,Month-to-month,84.22231197653348,2274.002423366404,Yes
CUST_2224,Male,0,No,51,No,No internet service,Month-to-month,20.234498751425733,1031.9594363227125,No
CUST_2225,Female,1,No,16,DSL,No,Month-to-month,36.52306771058651,584.3690833693842,Yes
CUST_2226,Male,0,Yes,60,DSL,No,Month-to-month,40.31909618887492,2419.1457713324953,Yes
CUST_2227,Female,0,Yes,40,Fiber optic,No,Month-to-month,81.93593386025852,3277.4373544103405,Yes
CUST_2228,Female,0,Yes,67,Fiber optic,No,Two year,73.25437484628443,4908.043114701057,No
CUST_2229,Male,0,Yes,2,No,No internet service,Two year,18.486747517130116,36.97349503426023,No
CUST_2230,Male,0,Yes,48,DSL,No,Month-to-month,44.35978246510448,2129.269558325015,No
CUST_2231,Female,1,No,52,Fiber optic,Yes,Month-to-month,101.71175445036374,5289.011231418915,No
CUST_2232,Male,0,Yes,24,DSL,No,Month-to-month,40.20915600781774,965.0197441876257,Yes
CUST_2233,Male,0,Yes,2,Fiber optic,No,Two year,88.26128313553875,176.5225662710775,No
CUST_2234,Female,0,Yes,65,DSL,No,Month-to-month,50.51899770803294,3283.7348510221414,No
CUST_2235,Female,0,No,20,Fiber optic,No,One year,89.79455567508184,1795.8911135016367,No
CUST_2236,Male,0,Yes,34,Fiber optic,Yes,One year,104.2135798901291,3543.261716264389,No
CUST_2237,Female,0,Yes,41,DSL,No,One year,43.23908596141945,1772.8025244181974,No
CUST_2238,Male,0,Yes,41,DSL,No,Month-to-month,40.36901394176752,1655.1295716124682,No
CUST_2239,Male,0,No,23,Fiber optic,No,Month-to-month,81.78290641451689,1881.0068475338885,No
CUST_2240,Male,1,No,38,DSL,No,Month-to-month,37.64424913036552,1430.4814669538898,No
CUST_2241,Female,1,Yes,44,DSL,No,Month-to-month,42.624626233677,1875.483554281788,No
CUST_2242,Male,0,Yes,67,DSL,No,Two year,42.14519067525181,2823.7277752418713,No
CUST_2243,Male,0,Yes,62,Fiber optic,Yes,Month-to-month,94.28066215803034,5845.401053797881,No
CUST_2244,Male,0,No,12,Fiber optic,No,Month-to-month,73.60732583717036,883.2879100460443,No
CUST_2245,Female,0,No,30,DSL,Yes,Two year,59.437021104896225,1783.1106331468868,No
CUST_2246,Female,0,Yes,65,No,No internet service,Month-to-month,20.59422108505008,1338.6243705282552,No
CUST_2247,Female,0,Yes,41,DSL,No,Month-to-month,53.941486193259784,2211.600933923651,No
CUST_2248,Female,0,Yes,20,Fiber optic,No,Two year,83.74116306362596,1674.8232612725192,No
CUST_2249,Female,1,Yes,6,Fiber optic,No,One year,75.7471967276327,454.4831803657962,No
CUST_2250,Male,1,No,4,No,No internet service,Month-to-month,21.781848723071164,87.12739489228466,No
CUST_2251,Female,1,Yes,10,Fiber optic,No,Two year,87.53485021022743,875.3485021022743,No
CUST_2252,Female,0,Yes,51,Fiber optic,No,One year,74.92440706473073,3821.144760301267,No
CUST_2253,Female,0,Yes,38,DSL,Yes,Month-to-month,50.67976833518751,1925.8311967371253,No
CUST_2254,Male,0,No,1,No,No internet service,One year,23.898649724071625,23.898649724071625,No
CUST_2255,Female,0,No,8,DSL,Yes,One year,57.179982820123335,457.4398625609867,No
CUST_2256,Female,0,Yes,63,Fiber optic,No,Two year,72.40048103545821,4561.2303052338675,No
CUST_2257,Male,0,Yes,33,DSL,No,Two year,37.44682759842666,1235.7453107480796,No
CUST_2258,Female,0,Yes,15,No,No internet service,Month-to-month,21.09293998657927,316.39409979868907,No
CUST_2259,Male,1,Yes,31,Fiber optic,Yes,One year,95.3524565202691,2955.926152128342,No
CUST_2260,Male,0,Yes,21,DSL,No,Month-to-month,48.52593349582301,1019.0446034122832,No
CUST_2261,Male,0,No,3,DSL,No,Month-to-month,51.57517424298311,154.72552272894933,No
CUST_2262,Male,0,No,66,Fiber optic,Yes,Month-to-month,101.61592569968558,6706.651096179248,No
CUST_2263,Male,0,No,35,DSL,Yes,One year,57.24972682401524,2003.7404388405334,No
CUST_2264,Female,0,Yes,41,DSL,Yes,One year,52.035095127244375,2133.438900217019,Yes
CUST_2265,Male,0,No,59,No,No internet service,Month-to-month,24.52478063149906,1446.9620572584445,No
CUST_2266,Male,0,No,16,Fiber optic,Yes,Two year,91.66592310123895,1466.6547696198231,No
CUST_2267,Female,0,Yes,56,No,No internet service,Two year,21.704061892649534,1215.427465988374,No
CUST_2268,Male,0,Yes,45,Fiber optic,No,One year,87.40266566757558,3933.119955040901,No
CUST_2269,Female,0,Yes,59,Fiber optic,No,Month-to-month,76.51980914787042,4514.668739724355,Yes
CUST_2270,Female,0,Yes,50,Fiber optic,Yes,Two year,89.20316468014354,4460.158234007177,No
CUST_2271,Female,1,Yes,12,DSL,No,Two year,40.769620844674556,489.23545013609464,Yes
CUST_2272,Male,0,No,12,Fiber optic,No,Month-to-month,85.17406999441745,1022.0888399330095,Yes
CUST_2273,Male,0,Yes,33,Fiber optic,No,Month-to-month,73.93994912415877,2440.0183210972395,Yes
CUST_2274,Male,0,No,49,No,No internet service,Two year,20.505773484094526,1004.7829007206318,No
CUST_2275,Female,1,Yes,21,Fiber optic,No,One year,78.48124240427556,1648.1060904897868,No
CUST_2276,Male,1,No,60,No,No internet service,One year,19.74676497079727,1184.8058982478362,No
CUST_2277,Male,0,Yes,52,Fiber optic,No,Month-to-month,79.09613375365319,4112.998955189966,No
CUST_2278,Male,0,No,54,Fiber optic,Yes,One year,104.91370178386077,5665.339896328482,No
CUST_2279,Female,1,Yes,39,Fiber optic,No,Month-to-month,83.84909973908186,3270.1148898241927,Yes
CUST_2280,Female,0,Yes,49,DSL,No,Month-to-month,48.32838391530892,2368.090811850137,No
CUST_2281,Male,0,No,64,DSL,No,Month-to-month,43.25051289037446,2768.0328249839654,No
CUST_2282,Male,0,Yes,26,Fiber optic,No,Month-to-month,70.93992766605699,1844.4381193174818,Yes
CUST_2283,Male,1,No,71,No,No internet service,One year,19.96452473986171,1417.4812565301813,No
CUST_2284,Male,1,No,7,DSL,No,Two year,47.509404508386595,332.5658315587062,No
CUST_2285,Female,0,Yes,72,No,No internet service,Month-to-month,21.249478993557325,1529.9624875361274,No
CUST_2286,Female,0,Yes,62,DSL,No,One year,49.266546690277636,3054.5258947972134,No
CUST_2287,Female,0,No,24,Fiber optic,Yes,Month-to-month,90.1655549400723,2163.973318561735,Yes
CUST_2288,Female,0,Yes,40,DSL,Yes,Month-to-month,53.74910238341943,2149.964095336777,No
CUST_2289,Male,1,No,47,DSL,No,Two year,49.799575529998506,2340.5800499099296,No
CUST_2290,Male,0,No,8,DSL,Yes,Month-to-month,66.48898476271424,531.9118781017139,No
CUST_2291,Male,0,Yes,54,Fiber optic,No,Month-to-month,77.01067744040705,4158.576581781981,No
CUST_2292,Female,0,Yes,9,DSL,No,Month-to-month,37.34098588170216,336.06887293531946,Yes
CUST_2293,Male,0,No,3,DSL,No,One year,38.30047750953238,114.90143252859713,Yes
CUST_2294,Female,0,Yes,54,DSL,No,Month-to-month,43.43800006920369,2345.652003736999,No
CUST_2295,Female,0,Yes,21,DSL,No,Month-to-month,44.28921163664795,930.0734443696069,Yes
CUST_2296,Male,0,Yes,48,DSL,Yes,Two year,59.61338072491794,2861.442274796061,No
CUST_2297,Male,0,No,47,Fiber optic,No,Month-to-month,82.94168661773699,3898.2592710336385,No
CUST_2298,Male,0,Yes,68,No,No internet service,Month-to-month,24.764206376302717,1683.9660335885847,No
CUST_2299,Female,0,Yes,63,DSL,No,Month-to-month,45.53103325795126,2868.4550952509294,No
CUST_2300,Male,0,No,16,DSL,Yes,Month-to-month,50.07549259644246,801.2078815430793,No
CUST_2301,Female,1,Yes,5,Fiber optic,No,One year,88.7663939660534,443.831969830267,No
CUST_2302,Male,1,Yes,11,DSL,Yes,One year,62.76431572447454,690.40747296922,No
CUST_2303,Female,1,No,29,Fiber optic,No,Two year,81.5602692206519,2365.247807398905,No
CUST_2304,Female,0,No,70,DSL,No,Month-to-month,36.55649296864028,2558.9545078048195,No
CUST_2305,Male,1,No,48,DSL,No,Month-to-month,42.840380223329845,2056.3382507198326,Yes
CUST_2306,Female,0,Yes,15,DSL,No,Month-to-month,43.89467300843344,658.4200951265017,No
CUST_2307,Female,0,No,34,DSL,No,Month-to-month,46.96336943771507,1596.7545608823125,No
